"","id","name"
"546","664850","Patrick Mazeika"
"547","543333","Eric Hosmer"
"548","430605","Ryan Raburn"
"549","430947","Erick Aybar"
"550","448855","Junior Guerra"
"551","452254","Hunter Pence"
"552","453385","Clayton Richard"
"553","453923","Grégor Blanco"
"554","501213","Moisés Sierra"
"555","502544","Nick Buss"
"556","543022","Tyler Chatwood"
"557","543294","Kyle Hendricks"
"558","543359","Dan Jennings"
"559","548389","Ross Stripling"
"560","573627","Kennys Vargas"
"561","592178","Kris Bryant"
"562","592662","Robbie Ray"
"563","592808","Andrew Toles"
"564","592866","Trevor Williams"
"565","605446","Dereck Rodríguez"
"566","607257","Rafael Lopez"
"567","608703","Matt Reynolds"
"568","622046","Chris Shaw"
"569","642721","Kelvin Gutiérrez"
"570","643335","Zach Granite"
"571","664774","LaMonte Wade"
"572","407812","Matt Holliday"
"573","425877","Yadier Molina"
"574","434671","Aníbal Sánchez"
"575","435062","Howie Kendrick"
"576","450203","Charlie Morton"
"577","453562","Jake Arrieta"
"578","454560","A. J. Ellis"
"579","468504","Jhoulys Chacín"
"580","502190","Mike Leake"
"581","502624","Chase Anderson"
"582","518516","Madison Bumgarner"
"583","519184","Ben Revere"
"584","547943","Hyun Jin Ryu"
"585","572362","Robbie Erlin"
"586","592680","Yadiel Rivera"
"587","592761","Caleb Smith"
"588","592791","Jameson Taillon"
"589","595284","Andrew Knapp"
"590","601713","Nick Pivetta"
"591","605397","Joe Musgrove"
"592","608379","Michael Wacha"
"593","608384","Nick Williams"
"594","608596","Tom Murphy"
"595","614177","Franmil Reyes"
"596","621389","Ty Blach"
"597","621453","Steven Duggar"
"598","622608","Antonio Senzatela"
"599","628317","Kenta Maeda"
"600","641658","Garrett Hampson"
"601","643565","Mike Tauchman"
"602","656427","Jack Flaherty"
"603","656794","Sean Newcomb"
"604","664028","Brett Kennedy"
"605","664057","Andrew Stevenson"
"606","670950","Trevor Richards"
"607","446653","Jose Lobatón"
"608","595222","Mike Gerber"
"609","595943","Phillip Evans"
"610","606340","Edwin Espinal"
"611","624507","Ryder Jones"
"612","628297","Tim Tebow"
"613","429665","Edwin En"
"614","",""
"615","596105","Dwight Smith Jr."
"616","456078","Welington Castillo"
"617","543482","Drew Maggi"
"618","600948","Carlos Penalver"
"619","621439","Byron Buxton"
"620","623148","Bijan Rademacher"
"621","623305","Ian Rice"
"622","642836","Charcer Burks"
"623","664874","Seby Zavala"
"624","665487","Fernando Tatís"
"625","642727","Sergio Alcántara"
"626","449181","Paulo Orlando"
"627","518774","Matt Harvey"
"628","519295","Jake Smolinski"
"629","543101","Anthony DeSclafani"
"630","545121","Ildemaro Vargas"
"631","571851","Spencer Kieboom"
"632","571945","Miles Mikolas"
"633","572233","Christian Walker"
"634","593525","Orlando Calixte"
"635","594576","Jacob May"
"636","596018","Patrick Leonard"
"637","599096","Dilson Herrera"
"638","605200","Zach Davies"
"639","622446","Jefry Rodriguez"
"640","622569","Pablo Reyes"
"641","623182","Patrick Kivlehan"
"642","641684","Michael Hermosillo"
"643","642688","Jorma Rodriguez"
"644","643230","Steven Brault"
"645","656459","Casey Gillaspie"
"646","656669","Jordan Luplow"
"647","656725","Alex McRae"
"648","607223","A. J. Reed"
"649","608686","Jack Mayfield"
"650","641505","Jonathan Davis"
"651","643436","Ryan McBroom"
"652","433217","Andrés Blanco"
"653","446381","Darwin Barney"
"654","459431","Michael Saunders"
"655","488818","Chase d'Arnaud"
"656","488912","Tuffy Gosewisch"
"657","543329","Destin Hood"
"658","571812","Kyle Jensen"
"659","592592","Brett Nicholas"
"660","595956","Cam Gallagher"
"661","596144","Cheslor Cuthbert"
"662","605213","Brandon Downes"
"663","622497","Miguel Gómez"
"664","625510","Erick Mejia"
"665","663402","Anderson Miller"
"666","519333","Matt Szczur"
"667","545337","Nolan Fontana"
"668","572114","Ryan Schimpf"
"669","595981","Scott Heineman"
"670","605474","Matt Skole"
"671","621324","Preston Beck"
"672","644337","Nate Orf"
"673","663656","Kyle Tucker"
"674","456501","Johnny Cueto"
"675","458675","Colby Rasmus"
"676","502273","Mike Freeman"
"677","622194","Bruce Maxwell"
"678","624414","Christian Arroyo"
"679","640449","Jackson Frazier"
"680","656798","Jacob Nix"
"681","451089","Shane Peterson"
"682","493596","Gordon Beckham"
"683","582473","Sherman Johnson"
"684","605125","Cody Asche"
"685","613546","Angelo Castellano"
"686","621529","Joe Hudson"
"687","622199","Alfredo Escalera-Maldonado"
"688","624407","Tzu-Wei Lin"
"689","642215","Weston Wilson"
"690","645801","Mike Ford"
"691","661541","Donovan Casey"
"692","664860","Logan Landon"
"693","408236","Félix Hernández"
"694","458582","Reid Brignac"
"695","471083","Miguel Montero"
"696","488771","Jason Castro"
"697","571863","Matt Koch"
"698","592530","José Marmolejos"
"699","608348","Carson Kelly"
"700","608475","Dawel Lugo"
"701","621466","DJ Stewart"
"702","622072","Alex Wood"
"703","622270","Alex Mejia"
"704","622441","Rafael Bautista"
"705","435221","Brandon McCarthy"
"706","452252","Adam Lind"
"707","463610","Gregorio Petit"
"708","488681","Brandon Barnes"
"709","489267","Adam Rosales"
"710","500779","José Quintana"
"711","518568","Christian Colón"
"712","543094","Jaff Decker"
"713","547004","Rio Ruiz"
"714","553902","Willians Astudillo"
"715","554054","Alfredo González"
"716","596143","Luis Sardinas"
"717","630105","Jake Cronenworth"
"718","663586","Austin Riley"
"719","456781","Donovan Solano"
"720","542583","Jaime Gaguía"
"721","596133","Luke Weaver"
"722","605421","Michael Perez"
"723","630111","Yasmany Tomás"
"724","656846","Jake Peter"
"725","425844","Zack Greinke"
"726","448179","Rich Hill"
"727","475115","Tyson Ross"
"728","477132","Clayton Kershaw"
"729","502706","Derek Holland"
"730","506433","Yu Darvish"
"731","518452","Chad Bettis"
"732","542364","Rafael Ortega"
"733","544931","Stephen Strasburg"
"734","571927","Steven Matz"
"735","592239","Todd Cunningham"
"736","596295","Austin Gomber"
"737","605400","Aaron Nola"
"738","607471","Christopher Bostick"
"739","607780","Eric Wood"
"740","608382","Erich Weiss"
"741","612672","Wei-Yin Chen"
"742","615697","Daniel Pinero"
"743","621559","Max Moroff"
"744","621573","Austin Dean"
"745","622226","Dylan Cozens"
"746","642423","Magneuris Sierra"
"747","657061","Cole Tucker"
"748","658792","Aaron Wilkerson"
"749","664068","Scott Kingery"
"750","543432","Ryan Lavarnway"
"751","607088","Jerrick Suiter"
"752","641713","Casey Hughston"
"753","664750","Chad De La Guerra"
"754","664930","Logan Hill"
"755","461829","Gio Gonzalez"
"756","570663","Hansel Robles"
"757","573185","Dan Straily"
"758","592826","Vince Velasquez"
"759","595918","A. J. Cole"
"760","605276","David Hess"
"761","607468","Alex Blandino"
"762","621111","Walker Buehler"
"763","621446","Lewis Brinson"
"764","641771","Chad Kuhl"
"765","641816","Tyler Mahle"
"766","664869","P. J. Conlon"
"767","475100","Scott Van Slyke"
"768","542897","Xavier Avery"
"769","542963","Rob Brantly"
"770","572669","Lane Adams"
"771","595453","Chad Wallach"
"772","640460","Dustin Peterson"
"773","453527","Sean Kazmar"
"774","458689","Chris Dominguez"
"775","518542","Juan Centeno"
"776","446192","Adam Moore"
"777","542344","Heiker Meneses"
"778","543611","Danny Ortiz"
"779","605612","Harold Castro"
"780","608672","Micah Johnson"
"781","621416","Andrew Pullin"
"782","622713","Engelb Vielma"
"783","592620","Jarrett Parker"
"784","516949","Héctor Sánchez"
"785","518553","Steve Cishek"
"786","544836","Enny Romero"
"787","571918","Deven Marrero"
"788","669745","Jordan Zimmerman"
"789","542513","Tomás Telis"
"790","593958","Eduardo Rodriguez"
"791","640458","Oscar Mercado"
"792","657669","Riley Mahan"
"793","660620","Jonathan Araúz"
"794","668227","Randy Arozarena"
"795","668800","Andrew Knizner"
"796","669902","Ryne Birk"
"797","461858","Trevor Plouffe"
"798","488810","Tony Cruz"
"799","542642","Rymer Liriano"
"800","656354","Austin Davis"
"801","429665","Edwin EHernández"
"802","460060","Cliff Pennington"
"803","542419","Ali Castillo"
"804","545331","Andrew Aplin"
"805","572227","Zach Vincej"
"806","572679","Beau Amaral"
"807","607385","Tyler Collins"
